track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Bounce feat Kelis Radio Edit; 36cmM3MBMWWCFIiQ90U4J8; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 222186; 62; 0.0334; 0.779; 0.963; 0.493; 0.664; -2.125; 0.0399; 127.941; 4; 
Feel So Close Radio Edit; 1gihuPhrLraKYrJMAEONyc; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 206413; 78; 0.000972; 0.707; 0.924; 0.00703; 0.204; -2.842; 0.031; 127.937; 4; 
We Found Love feat Rihanna; 0385HqYimoTQaHZP17KwG1; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 215520; 0; 0.0234; 0.738; 0.776; 0.0018; 0.0775; -4.808; 0.0392; 127.984; 4; 
Well Be Coming Back feat Example; 7B1Dl3tXqySkB8OPEwVvSu; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 234360; 64; 0.00131; 0.596; 0.952; 0; 0.598; -4.364; 0.0873; 127.945; 4; 
Mansion; 4GlFGnToMsIrjHx73i0dTz; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 127733; 40; 0.000594; 0.807; 0.793; 0.845; 0.918; -5.398; 0.101; 112.017; 4; 
Iron; 0uqMUcdMvQtNQLO4jVockW; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 219653; 46; 0.00139; 0.546; 0.887; 0.0424; 0.606; -4.694; 0.0799; 125.983; 4; 
I Need Your Love feat Ellie Goulding; 05SBRd4fXgn8FX7bf8BCAE; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 234506; 71; 0.41; 0.695; 0.869; 0; 0.237; -5.066; 0.0483; 124.989; 4; 
Drinking from the Bottle feat Tinie Tempah; 1oHxIPqJyvAYHy0PVrDU98; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 240346; 62; 0.0469; 0.665; 0.886; 6.24e-05; 0.0525; -4.175; 0.0514; 128.062; 4; 
Sweet Nothing feat Florence Welch; 24LS4lQShWyixJ0ZrJXfJ5; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 212560; 71; 0.197; 0.573; 0.929; 0.000112; 0.0567; -3.942; 0.109; 127.934; 4; 
School; 5oN8GXHYUkuzLuptAs5Gwp; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 107440; 42; 0.149; 0.856; 0.733; 0.649; 0.0777; -2.473; 0.0456; 111.453; 4; 
Here 2 China feat Dizzee Rascal; 0LA52DYNmflyXhzlADekfG; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 152453; 40; 0.46; 0.777; 0.905; 0; 0.13; -2.229; 0.23; 89.962; 4; 
Lets Go feat NeYo; 4wkQmYpAaMe41Rc3sYZ7Vz; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 232800; 66; 0.00777; 0.71; 0.882; 0.00771; 0.294; -2.932; 0.0595; 128.016; 4; 
Awooga; 29d6Ve1skFZv710ZDibJNN; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 231240; 41; 0.000999; 0.514; 0.987; 0.935; 0.343; -3.402; 0.0592; 125.956; 4; 
Thinking About You feat Ayah Marar; 1KtD0xaLAikgIt5tPbteZQ; 18 Months; 7w19PFbxAjwZ7UVNp9z0uT; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2012-10-29; 247933; 67; 0.00262; 0.725; 0.874; 0.000412; 0.0958; -3.715; 0.0396; 127.985; 4; 
The Rain; 0iAQVvuwZBbj3DeSj5qRQo; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 276213; 30; 0.0143; 0.644; 0.766; 0.0118; 0.0767; -4.292; 0.0497; 129.087; 4; 
Ready For The Weekend; 0eSnoK1snhb1MN8yo7Re3m; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 217986; 38; 0.131; 0.817; 0.717; 2.81e-05; 0.0392; -4.799; 0.0373; 137.962; 4; 
Stars Come Out; 7LsVGCt4pIpSaMi9UsXSn1; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 268653; 30; 0.0305; 0.683; 0.87; 0.00285; 0.152; -5.158; 0.0416; 130.046; 4; 
You Used To Hold Me; 6ZpEmh8WAxGsr1KYpiFEZb; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 231133; 44; 0.0231; 0.618; 0.969; 1.27e-06; 0.316; -6.039; 0.0413; 128.964; 4; 
Blue; 3iwbT0xxrBScKVe8A6KqJC; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 221400; 23; 0.0282; 0.66; 0.869; 1.64e-05; 0.188; -5.466; 0.0497; 130.004; 4; 
Im Not Alone Radio Edit; 4eLickYfaahOILYVlEpLzx; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 211733; 40; 0.0051; 0.591; 0.693; 0.123; 0.293; -6.564; 0.032; 131.005; 4; 
Flashback; 541lUjNUJ8NIQiduDf4Ue9; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 229200; 48; 0.00216; 0.265; 0.948; 0.00113; 0.0832; -5.661; 0.0494; 128.0; 4; 
Worst Day feat Izza Kizza; 2fYZr4OCEclavfMzgQOTMp; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 226333; 22; 0.0139; 0.624; 0.893; 0.000142; 0.854; -4.659; 0.0589; 85.529; 4; 
Relax; 4FTgiYHGXpgaF7fX32jAjH; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 229280; 20; 0.0125; 0.736; 0.68; 0.00149; 0.153; -5.558; 0.0351; 127.954; 4; 
Limits; 6FNzVFtvxFo8zDKwh9J4xv; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 222613; 22; 0.243; 0.519; 0.856; 0.00119; 0.158; -6.119; 0.0291; 152.053; 4; 
Burns Night; 6quuwHePeDhbt0FU0qsEGB; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 140280; 18; 0.213; 0.309; 0.497; 0.694; 0.108; -8.121; 0.0357; 85.461; 4; 
Yeah Yeah Yeah La La La; 0o4fP70aLM3bLiAus2Ih8G; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 197413; 21; 0.0723; 0.875; 0.481; 3.85e-05; 0.252; -4.912; 0.0673; 128.987; 4; 
Dance Wiv Me feat Calvin Harris Chrome; 11zPV2MKhlKMci002KCrs4; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 264480; 0; 0.0396; 0.884; 0.587; 0; 0.168; -7.655; 0.044; 111.994; 4; 
5iliconeator; 0QOk2MxV6r8B6s4Wgnyetg; Ready For The Weekend; 7mIc5Nc6K8kceTSCMeMB0B; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-18; 209333; 18; 0.702; 0.529; 0.398; 0.842; 0.109; -10.846; 0.0294; 147.057; 4; 
The Rain; 5Tv3j1JIHek3KDhlEYYRTS; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 276213; 34; 0.0139; 0.646; 0.768; 0.00539; 0.0718; -4.302; 0.0502; 129.035; 4; 
Ready for the Weekend; 7sSqDlt9r1chzQEv6FPWKt; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 217133; 51; 0.126; 0.818; 0.713; 3.2e-05; 0.0382; -4.813; 0.0375; 137.969; 4; 
Stars Come Out; 0wSEKJtoPVkNPrXAQXqB7U; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 267733; 35; 0.0256; 0.683; 0.867; 0.00208; 0.158; -5.162; 0.0423; 130.032; 4; 
You Used to Hold Me; 6DpVLCKsNQXDmYdNdcNGnR; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 229173; 51; 0.0205; 0.626; 0.968; 0; 0.321; -6.014; 0.0462; 128.969; 4; 
Blue; 5PioHCJf5B3Nv8KtBbrLoA; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 220213; 30; 0.0216; 0.656; 0.865; 1.82e-05; 0.203; -5.479; 0.0479; 130.007; 4; 
Im Not Alone Radio Edit; 07POri5O6Xu0aVZzlvOcpy; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 210973; 55; 0.00481; 0.597; 0.684; 0.105; 0.317; -6.614; 0.0321; 130.99; 4; 
Flashback; 6A8llSO9QFF4djCCmuCrNu; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 227880; 57; 0.00212; 0.266; 0.95; 0.000991; 0.0922; -5.646; 0.05; 127.986; 4; 
Worst Day; 4In89hvIOoIWMKCR55Pvo0; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 225640; 29; 0.0141; 0.625; 0.892; 0.000201; 0.856; -4.667; 0.0699; 85.501; 4; 
Relax; 3DRUH4dR9qrEtD7D2ZpjMY; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 227866; 28; 0.0137; 0.736; 0.672; 0.00211; 0.143; -5.578; 0.0352; 127.956; 4; 
Limits; 7x8SJJ2dw9Bi7ww5a0hdCW; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 220933; 28; 0.236; 0.511; 0.854; 0.00314; 0.196; -6.14; 0.0288; 152.024; 4; 
Burns Night; 3yyStq4y45WH6Y3RW4tKZ1; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 138986; 25; 0.169; 0.303; 0.487; 0.798; 0.106; -8.072; 0.0342; 82.605; 4; 
Yeah Yeah Yeah La La La; 4Vo3XVsT3UWqhl68Xi0Ghj; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 195973; 27; 0.0689; 0.878; 0.482; 2.84e-05; 0.24; -4.942; 0.0571; 128.999; 4; 
Dance Wiv Me feat Calvin Harris Chrome Extended Mix; 4Zxd73YOl7ZG2jcDbeGVkF; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 263040; 0; 0.0313; 0.884; 0.577; 0; 0.17; -7.656; 0.0441; 112.003; 4; 
5iliconeator; 7zpO8g5FuuqgbiPjUDhTtP; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 206933; 25; 0.699; 0.523; 0.405; 0.891; 0.107; -10.874; 0.0296; 147.067; 4; 
Greatest Fear; 1oQkYbiPFdrJzv8mvjH8nm; Ready For The Weekend; 5Zcfw8EsPjQBJZhA0EbcyM; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 380693; 23; 0.00939; 0.804; 0.782; 0.201; 0.129; -4.726; 0.26; 131.978; 4; 
The Rain; 3ixh1VgSvPu6Jr8zpHhRAu; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 276213; 27; 0.0139; 0.646; 0.768; 0.00539; 0.0718; -4.302; 0.0502; 129.035; 4; 
Ready for the Weekend; 3Q1ndYRb1L9gZdhMjirW0S; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 217133; 35; 0.126; 0.818; 0.713; 3.2e-05; 0.0382; -4.813; 0.0375; 137.969; 4; 
Stars Come Out; 178jKm2f1EvdWBtgU8lz4p; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 267733; 27; 0.0256; 0.683; 0.867; 0.00208; 0.158; -5.162; 0.0423; 130.032; 4; 
You Used to Hold Me; 1SJWKuVWzg2mXY6dMp9Rsp; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 229173; 40; 0.0205; 0.626; 0.968; 0; 0.321; -6.014; 0.0462; 128.969; 4; 
Blue; 0JLi3KQPgd2a6qLJZSluXP; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 220213; 16; 0.0216; 0.656; 0.865; 1.82e-05; 0.203; -5.479; 0.0479; 130.007; 4; 
Im Not Alone Radio Edit; 2yOuGDHSfMia4niyT8zTMh; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 210973; 43; 0.0045; 0.595; 0.693; 0.132; 0.333; -6.6; 0.0327; 130.982; 4; 
Flashback; 1CcS1yrulOFPXYk7NVKAm2; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 227880; 40; 0.00212; 0.266; 0.95; 0.000991; 0.0922; -5.646; 0.05; 127.986; 4; 
Worst Day; 6arsyAmwDQLn5sSfsJOmsx; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 225640; 16; 0.0141; 0.625; 0.892; 0.000201; 0.856; -4.667; 0.0699; 85.501; 4; 
Relax; 0ITO0nDgApGwH7ny2GG8kL; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 227866; 14; 0.0137; 0.736; 0.672; 0.00211; 0.143; -5.578; 0.0352; 127.956; 4; 
Limits; 4YUCN596d0WSX44nkosPTT; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 220933; 16; 0.236; 0.511; 0.854; 0.00314; 0.196; -6.14; 0.0288; 152.024; 4; 
Burns Night; 5SIEo1UdLqAUvnPp5ZZpb8; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 138986; 12; 0.177; 0.351; 0.486; 0.75; 0.107; -8.052; 0.0337; 80.659; 4; 
Yeah Yeah Yeah La La La; 5B2f9QYSHURpavmxoVPC0t; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 195973; 18; 0.0689; 0.878; 0.482; 2.84e-05; 0.24; -4.942; 0.0571; 128.999; 4; 
Dance Wiv Me feat Calvin Harris Chrome Extended Mix; 6HRcgMY2oQ45Rj6CaNLWBn; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 263040; 0; 0.0313; 0.884; 0.577; 0; 0.17; -7.656; 0.0441; 112.003; 4; 
5iliconeator; 5DtttNozVsS9XTppIofMBm; Ready For The Weekend; 4Qb3YkaB6tsooLAF7YP0RI; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2009-08-17; 209333; 14; 0.699; 0.523; 0.405; 0.891; 0.111; -10.874; 0.0296; 147.067; 4; 
Merrymaking at My Place; 6IvPRNGRCAkSjusV0ivkO5; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 250626; 0; 0.221; 0.962; 0.626; 0.125; 0.102; -5.07; 0.0477; 113.996; 4; 
Colours; 1h8aYceaRA2ciuWdHeJbGC; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 242640; 0; 0.000615; 0.785; 0.569; 0.0621; 0.0675; -6.879; 0.0431; 114.94; 4; 
This Is the Industry; 2VSfw39DtfARBw5QutVCjW; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 236160; 0; 0.00485; 0.839; 0.745; 0.482; 0.311; -5.772; 0.0419; 117.951; 4; 
The Girls; 30o68HLUkKaaqMSadl4WGU; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 315120; 0; 0.00581; 0.616; 0.889; 0.000303; 0.373; -4.89; 0.033; 127.969; 4; 
Acceptable in the 80S; 6VlqhyTcjvkjpVzP1hjGCo; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 333746; 0; 0.0156; 0.783; 0.807; 0.261; 0.0448; -5.428; 0.0499; 128.004; 4; 
Neon Rocks; 76LK4CmXArQUWZ5aKiXAJq; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 228840; 0; 0.00438; 0.805; 0.599; 0.229; 0.301; -6.88; 0.0484; 103.479; 4; 
Traffic Cops; 3uhxzoqbUqGpkORrmg6EEv; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 54946; 0; 0.717; 0.171; 0.00568; 0.992; 0.299; -16.554; 0.0422; 69.45; 3; 
Vegas; 5U6WWht7ZUlG6HK4Ne5xDV; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 342800; 0; 0.000396; 0.688; 0.948; 0.654; 0.0872; -5.991; 0.0443; 127.971; 4; 
I Created Disco; 3LJaxX7n5DD7Ocq13aqzYy; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 248960; 0; 7.76e-05; 0.772; 0.503; 0.805; 0.106; -5.128; 0.0498; 133.899; 4; 
Disco Heat; 7dJ0TodkvSKD26pszxleNQ; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 271120; 0; 0.00423; 0.714; 0.798; 0.0453; 0.296; -6.325; 0.0374; 128.015; 4; 
Vault Character; 22HWbNuJdx5crYiDpgUOYF; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 8000; 0; 0.995; 0; 0.0873; 0.995; 0.39; -15.591; 0; 0; 0; 
Certified; 4XZDtZUiw1vAE2w4EffMfU; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 248253; 0; 0.00112; 0.754; 0.616; 0.804; 0.0645; -6.066; 0.0889; 100.972; 4; 
Love Souvenir; 3JE7HcEnU7yRE9K9GSvz0a; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 261053; 0; 0.281; 0.927; 0.157; 0.858; 0.243; -9.432; 0.0942; 121.91; 4; 
Electro Man; 7L5eqmi0FKpFZVMnrDcenX; I Created Disco; 6e84093SDI5dPCqvSBPPXO; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2008-01-13; 298573; 0; 0.0152; 0.668; 0.817; 0.77; 0.136; -5.992; 0.043; 132.938; 4; 
Merrymaking at My Place; 00msEQReIIbF2ZydSeqYtn; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 249533; 2; 0.23; 0.962; 0.625; 0.125; 0.112; -5.074; 0.0477; 113.977; 4; 
Colours; 4hP7UcJBudVqdE0bGiLudW; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 241813; 1; 0.000515; 0.785; 0.576; 0.0532; 0.0663; -6.871; 0.0441; 114.977; 4; 
This Is the Industry; 59hcOz2R6vkR10gjyQ0z9g; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 236160; 1; 0.00658; 0.836; 0.755; 0.526; 0.346; -5.757; 0.0419; 117.952; 4; 
The Girls; 5eZB3A2J9m6i491bOeaj0y; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 315106; 4; 0.00672; 0.614; 0.888; 0.000273; 0.272; -4.893; 0.0334; 127.942; 4; 
Acceptable in the 80s; 1eijL8Y18aNcGnbxT9HcuC; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 332826; 2; 0.0134; 0.789; 0.807; 0.27; 0.055; -5.417; 0.0504; 127.996; 4; 
Neon Rocks; 70i8oAUDzj9D14JdVQB8B1; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 228280; 0; 0.00404; 0.803; 0.577; 0.239; 0.312; -6.675; 0.0464; 103.499; 4; 
Traffic Cops; 5L8oMrHmA6Guf4SQpp6NTH; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 54680; 0; 0.888; 0.152; 0.00581; 0.98; 0.315; -16.814; 0.0409; 78.823; 4; 
Vegas; 6ghSUP8HsQlMvuM3FT8uYn; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 341760; 1; 0.000525; 0.693; 0.948; 0.569; 0.0769; -5.967; 0.0438; 127.962; 4; 
I Created Disco; 7ALn3drXxZBhViuwFRAMJA; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 247946; 1; 9.09e-05; 0.779; 0.508; 0.81; 0.0917; -5.131; 0.0443; 133.954; 4; 
Disco Heat; 04X5OIW0UUq2AwkXTjpJlg; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 270706; 1; 0.00318; 0.718; 0.804; 0.0201; 0.309; -6.329; 0.0361; 128.025; 4; 
Vault Character; 0onrqd3oZXF4i8Cu8BXgfg; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 8000; 0; 0.995; 0; 0.0742; 0.997; 0.35; -15.511; 0; 0; 0; 
Certified; 0t21IA6W7qOKnRqUtiHFhu; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 246653; 0; 0.000862; 0.757; 0.616; 0.76; 0.0638; -6.055; 0.0933; 100.97; 4; 
Love Souvenir; 3ol71GhXSGZm8M1dRbEcyn; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 258706; 0; 0.291; 0.926; 0.16; 0.881; 0.243; -9.346; 0.0887; 121.916; 4; 
Electro Man; 2UH57TnTFqzYOYfWEKDSs9; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 298573; 1; 0.0125; 0.665; 0.816; 0.8; 0.157; -5.993; 0.0437; 132.95; 4; 
Rock n Roll Attitude; 50oCJjIl1frJTXE1e3yNbv; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 197946; 0; 0.311; 0.92; 0.428; 0.257; 0.695; -6.833; 0.0555; 119.97; 4; 
Love For You; 4MWVz8GepV2TbWZUA3mpAe; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 231466; 1; 0.00112; 0.853; 0.392; 0.0829; 0.0689; -5.019; 0.0465; 122.005; 4; 
The Girls Groove Armada Remix; 1gU87g7kuRu5L5vbVN8Var; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 483720; 0; 0.00214; 0.809; 0.686; 0.0328; 0.0485; -5.566; 0.0722; 120.981; 4; 
Acceptable in the 80s Tom Neville Remix; 70AscQTuEr7OxWlaAyfmOh; I Created Disco; 3GI8hGp941XYMTvDdJAJuL; Calvin Harris; 7CajNmpbOovFoOoasH2HaY; 2007-10-31; 433280; 0; 0.00103; 0.764; 0.839; 0.348; 0.0288; -5.508; 0.0758; 125.981; 4; 
